Ids,Location1,Location2,Type,Bedrooms,Bathrooms,Size_in_SqYds,Price_in_millions,Built_in_year,Parking_Spaces,Floors_in_Building,Elevators,Store_Rooms,Lobby_in_Building,Double_Glazed_Windows,Central_Air_Conditioning,Central_Heating,Waste_Disposal,Furnished,Service_Elevators_in_Building,Flooring,Electricity_Backup,Servant_Quarters,Study_Room,Prayer_Room,Powder_Room,Gym,Lounge_or_Sitting_Room,Laundry_Room,Business_Center_or_Media_Room_in_Building,Satellite_or_Cable_TV_Ready,Broadband_Internet_Access,Intercom,Conference_Room_in_Building,Community_Swimming_Pool,Community_Lawn_or_Garden,Community_Gym,Community_Center,First_Aid_or_Medical_Centre,Day_Care_center,Kids_Play_Area,Mosque,Barbeque_Area,Lawn_or_Garden,Swimming_Pool,Sauna,Jacuzzi,Nearby_Schools,Nearby_Hospital,Nearby_Shopping_Malls,Nearby_Restaurants,Nearby_Public_Transport_Service,Other_Nearby_Places,Security_Staff,Maintainance_Staff,Laundry_or_Dry_Cleaning_Facility,Facilities_for_Disabled
410,"DHA Phase 5, DHA Defence",DHA Defence,House,6,6,500,165,1/1/2022,3,,,,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,"DHA Phase 5, DHA Defence",DHA Defence,House,5,5,400,80,,2,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
447,"DHA Phase 5, DHA Defence",DHA Defence,House,5,6,500,155,1/1/2023,5,,,,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,"DHA Phase 5, DHA Defence",DHA Defence,House,5,5,500,135,1/1/2022,3,,,,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
504,"DHA Phase 5, DHA Defence",DHA Defence,House,5,6,400,80,1/1/2015,4,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,"DHA Phase 5, DHA Defence",DHA Defence,House,5,5,680,135,,4,,,,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,"DHA Phase 5, DHA Defence",DHA Defence,House,6,6,500,155,1/1/2020,3,,,,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,"DHA Phase 5, DHA Defence",DHA Defence,Flat,3,4,183,20,,0,4,1,,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,"DHA Phase 5, DHA Defence",DHA Defence,House,5,5,670,135,,5,,,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
908,"DHA Phase 5, DHA Defence",DHA Defence,House,6,6,500,140,1/1/2022,3,,,,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,"DHA Phase 5, DHA Defence",DHA Defence,House,4,5,500,84.5,,3,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,"DHA Phase 5, DHA Defence",DHA Defence,House,6,6,500,155,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1317,"DHA Phase 5, DHA Defence",DHA Defence,House,7,8,1000,270,1/1/2022,4,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,"DHA Phase 5, DHA Defence",DHA Defence,House,5,5,500,130,,1,,,,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1325,"DHA Phase 5, DHA Defence",DHA Defence,House,6,6,1000,260,,5,,,,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,"DHA Phase 5, DHA Defence",DHA Defence,House,,5,500,85,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,"DHA Phase 5, DHA Defence",DHA Defence,Flat,2,2,106,6.6,,0,,,,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,"DHA Phase 5, DHA Defence",DHA Defence,Flat,3,3,194,20,,0,,,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1488,"DHA Phase 5, DHA Defence",DHA Defence,Flat,3,3,161,21,,1,5,1,,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,"DHA Phase 5, DHA Defence",DHA Defence,House,4,4,2000,500,1/1/2004,0,,,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,"DHA Phase 5, DHA Defence",DHA Defence,Flat,4,4,278,24.8,,2,,,,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,"DHA Phase 5, DHA Defence",DHA Defence,Flat,2,2,94,9,1/1/2018,2,4,2,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,"DHA Phase 5, DHA Defence",DHA Defence,House,4,5,1000,220,,4,,,,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"DHA Phase 5, DHA Defence",DHA Defence,Flat,3,3,222,31.5,,0,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,"DHA Phase 5, DHA Defence",DHA Defence,House,5,6,500,94,,0,,,,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,"DHA Phase 5, DHA Defence",DHA Defence,House,6,8,1000,260,1/1/2022,6,,,,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,"DHA Phase 5, DHA Defence",DHA Defence,House,6,6,800,250,1/1/2021,5,,,,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,"DHA Phase 5, DHA Defence",DHA Defence,House,6,8,1000,350,1/1/2022,5,,,,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
2378,"DHA Phase 5, DHA Defence",DHA Defence,Flat,2,2,106,8.9,,0,4,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,"DHA Phase 5, DHA Defence",DHA Defence,Flat,2,2,128,10.8,,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,"DHA Phase 5, DHA Defence",DHA Defence,House,5,5,568,115,,0,,,,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2755,"DHA Phase 5, DHA Defence",DHA Defence,House,5,5,516,100,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
191,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,6,511,76,1/1/2019,0,,,,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,5,350,130,,0,,,,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,5,350,100,,0,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,5,511,76,,0,,,,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,5,350,115,,0,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
401,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,6,6,350,122.5,1/1/2008,6,,,,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,5,389,87.5,,0,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,5,389,85,,0,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,6,350,110,1/1/2017,0,,,,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,5,350,130,1/1/2012,2,,,,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,6,467,79,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
704,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,6,350,105,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
737,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,6,467,77.5,1/1/2021,0,9,,,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,4,4,467,78.5,,0,,,,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1024,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,6,467,75,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,,,513,75,,0,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,7,400,97.5,1/1/2021,0,9,2,,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1811,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,,,350,95,,0,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,5,511,80,,0,,,,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,6,350,125,1/1/2017,0,,,,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,6,350,107.5,,0,,,,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,6,350,105,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,6,350,105,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,6,350,105,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,6,350,105,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,6,350,105,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,6,491,81.5,1/1/2021,0,9,2,,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,5,6,350,99,,0,,,,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,6,467,79,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,6,467,79,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,House,,,500,160,1/1/2020,3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2679,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,6,467,79,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,6,467,79,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5,6,467,79,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"DHA Phase 6, DHA Defence",DHA Defence,House,5,5,500,115,,0,,,,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0
141,"DHA Phase 6, DHA Defence",DHA Defence,House,3,,500,77,1/1/2020,2,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
256,"DHA Phase 6, DHA Defence",DHA Defence,House,10,6,3600,850,1/1/2008,6,,,,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,"DHA Phase 6, DHA Defence",DHA Defence,House,6,7,500,117.5,,3,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,"DHA Phase 6, DHA Defence",DHA Defence,House,6,7,500,127.5,,3,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,"DHA Phase 6, DHA Defence",DHA Defence,House,4,4,260,65,1/1/2020,2,,,,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"DHA Phase 6, DHA Defence",DHA Defence,House,9,6,1000,230,,2,,,,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"DHA Phase 6, DHA Defence",DHA Defence,House,6,6,666,160,,5,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,"DHA Phase 6, DHA Defence",DHA Defence,House,5,6,400,80,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
313,"DHA Phase 6, DHA Defence",DHA Defence,House,5,6,500,89,,0,,,,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
316,"DHA Phase 6, DHA Defence",DHA Defence,House,5,5,500,90,,0,,,,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,"DHA Phase 6, DHA Defence",DHA Defence,House,6,6,1000,420,1/1/2023,6,,,,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,"DHA Phase 6, DHA Defence",DHA Defence,House,3,4,500,85,,0,,,,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,"DHA Phase 6, DHA Defence",DHA Defence,House,5,6,500,130,1/1/2022,3,,,,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,"DHA Phase 6, DHA Defence",DHA Defence,House,5,6,500,140,,2,,,,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,"DHA Phase 6, DHA Defence",DHA Defence,House,6,6,666,130,,3,,,,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,"DHA Phase 6, DHA Defence",DHA Defence,House,6,6,500,110,1/1/2020,0,,,,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,"DHA Phase 6, DHA Defence",DHA Defence,House,6,6,666,219.9,1/1/2022,4,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
544,"DHA Phase 6, DHA Defence",DHA Defence,Flat,2,2,100,12,,0,2,,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
549,"DHA Phase 6, DHA Defence",DHA Defence,House,8,6,500,92.5,1/1/2017,4,,,,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,"DHA Phase 6, DHA Defence",DHA Defence,House,6,6,500,115,1/1/2017,3,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
606,"DHA Phase 6, DHA Defence",DHA Defence,House,5,6,500,97.5,,3,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,"DHA Phase 6, DHA Defence",DHA Defence,House,5,6,600,98.5,1/1/2006,4,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,"DHA Phase 6, DHA Defence",DHA Defence,House,6,,666,190,1/1/2017,4,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,"DHA Phase 6, DHA Defence",DHA Defence,House,4,5,500,125,1/1/2010,2,,,,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
680,"DHA Phase 6, DHA Defence",DHA Defence,House,5,6,666,190,,2,,,,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,"DHA Phase 6, DHA Defence",DHA Defence,House,6,6,500,118,1/1/2016,2,,,,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,"DHA Phase 6, DHA Defence",DHA Defence,House,6,8,500,130,,2,,,,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,"DHA Phase 6, DHA Defence",DHA Defence,House,5,6,400,82,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,"DHA Phase 6, DHA Defence",DHA Defence,House,9,5,2000,500,1/1/2018,0,,,,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
834,"DHA Phase 6, DHA Defence",DHA Defence,House,5,6,500,105,,2,,,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,"DHA Phase 6, DHA Defence",DHA Defence,House,6,6,500,200,1/1/2023,3,,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
